checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,12,existing paid,education,720.27,500<=X<10000,<1,4,male mar/wid,none,3.8,car,39.7,bank,own,1,unskilled resident,2,none,yes,bad
<0,34.6,existing paid,other,4213.73,<100,1<=X<4,3.64,male single,none,2.2,car,27.2,stores,own,1.2,skilled,1,none,yes,bad
0<=X<200,36.2,critical/order existing credit,furniture/equipment,5186.82,<100,<1,3.32,male div/sep,none,2.3,car,28.7,stores,own,1.7,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,11.5,all paid,retraining,5133.59,<100,<1,2.18,female div/dep/mar,none,3.8,life insurance,69.9,bank,for free,1,high qualif/self emp/mgmt,2,none,yes,bad
0<=X<200,12.6,existing paid,radio/tv,1332.32,<100,4<=X<7,2.19,male mar/wid,none,1.2,car,22.4,stores,own,1,skilled,1,none,yes,bad
<0,25.9,existing paid,furniture/equipment,2373.64,100<=X<500,>=7,1.93,female div/dep/mar,none,1.9,life insurance,31.7,stores,own,1,skilled,1,none,yes,bad
<0,9.3,existing paid,other,1366.31,<100,4<=X<7,3.02,female div/dep/mar,none,4,life insurance,22.3,stores,own,1,skilled,1,none,yes,bad
>=200,31.8,existing paid,new car,3355.49,<100,1<=X<4,3.82,female div/dep/mar,none,2.4,car,29.2,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,6.5,existing paid,new car,14886.08,<100,>=7,1.05,male single,none,4,no known property,67.8,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,36,existing paid,business,1958.68,<100,>=7,4,male single,none,4,no known property,56,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
>=200,48,critical/order existing credit,new car,10159.82,500<=X<10000,1<=X<4,2.39,male single,none,2.4,no known property,43,bank,for free,1.4,skilled,1,none,yes,bad
0<=X<200,21.9,existing paid,new car,1351.54,<100,4<=X<7,3.35,female div/dep/mar,none,3.7,life insurance,25.3,bank,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,13.6,critical/order existing credit,furniture/equipment,1272.36,100<=X<500,1<=X<4,2,male div/sep,none,2.9,car,22.7,stores,rent,1,skilled,1,none,yes,bad
<0,31.8,existing paid,radio/tv,2388.55,500<=X<10000,<1,3.65,male single,none,1.4,life insurance,33.7,bank,own,1.4,unemp/unskilled non res,1,none,yes,bad
<0,18.6,existing paid,furniture/equipment,2469.78,<100,>=7,4,male mar/wid,none,1.1,car,24.9,stores,own,1,skilled,1,none,yes,bad
<0,9.2,existing paid,radio/tv,1336.69,<100,<1,3.9,male single,none,1.9,car,33.4,stores,own,1.9,high qualif/self emp/mgmt,1,none,yes,bad
<0,13.4,existing paid,furniture/equipment,1282,500<=X<10000,1<=X<4,2.23,female div/dep/mar,none,3.8,car,21.4,stores,own,1,skilled,1,none,yes,bad
0<=X<200,24,delayed previously,furniture/equipment,2057.48,<100,>=7,2.48,female div/dep/mar,none,1.7,life insurance,30.9,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,24.1,existing paid,retraining,11566.7,<100,1<=X<4,1,female div/dep/mar,none,4,car,23.2,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,48.8,delayed previously,education,6228.26,<100,<1,4,male single,none,4,no known property,49.5,stores,for free,1,skilled,1,none,yes,bad
<0,16.5,delayed previously,education,2579.5,500<=X<10000,<1,4,male single,none,1.5,real estate,37,bank,own,1,unskilled resident,2,none,yes,bad
<0,18.5,critical/order existing credit,new car,4857.56,<100,4<=X<7,3,male single,guarantor,4,life insurance,48.4,stores,for free,2,skilled,2,none,yes,bad
0<=X<200,39.5,existing paid,education,6330.41,>=1000,<1,4,male single,none,4,life insurance,34.5,stores,for free,1,skilled,1,none,yes,bad
>=200,17.5,delayed previously,domestic appliance,2579.62,500<=X<10000,<1,4,male single,none,1.6,real estate,37.9,bank,own,1,unskilled resident,2,none,yes,bad
0<=X<200,12.7,existing paid,new car,1294.44,<100,4<=X<7,3.06,female div/dep/mar,none,1.2,car,25.4,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,57.5,critical/order existing credit,business,6836.78,500<=X<10000,>=7,2.89,male single,none,3.9,life insurance,61.4,stores,own,1.9,high qualif/self emp/mgmt,1,yes,yes,bad
>=200,46.4,existing paid,business,3899.39,>=1000,1<=X<4,4,female div/dep/mar,none,1.9,no known property,38.5,bank,own,1,skilled,1,none,yes,bad
<0,22.6,existing paid,radio/tv,2317.91,<100,4<=X<7,2.73,female div/dep/mar,none,3.4,life insurance,27.2,stores,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,9.6,existing paid,new car,651.01,<100,1<=X<4,4,male single,none,2.8,car,28.4,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,21.1,existing paid,new car,947.97,<100,4<=X<7,4,male single,none,3,life insurance,36.4,bank,for free,1.3,skilled,2,none,yes,bad
0<=X<200,15.4,critical/order existing credit,furniture/equipment,1925.44,<100,4<=X<7,2.85,male single,none,2,no known property,33.6,stores,own,1.6,unskilled resident,1,none,yes,bad
0<=X<200,40.8,existing paid,other,3023.03,100<=X<500,1<=X<4,4,male mar/wid,guarantor,3.9,life insurance,21.5,stores,rent,1.1,skilled,1,none,yes,bad
>=200,23.7,existing paid,new car,6760.43,>=1000,1<=X<4,2.19,male mar/wid,none,3.6,car,61,stores,own,1.8,skilled,1,none,yes,bad
0<=X<200,13.1,delayed previously,other,1476.47,>=1000,1<=X<4,2.36,male mar/wid,none,1.5,no known property,26.3,stores,for free,1.2,skilled,1,none,yes,bad
<0,33,delayed previously,used car,11571.22,500<=X<10000,1<=X<4,1.37,female div/dep/mar,none,4,car,23.4,stores,rent,2,skilled,1,none,yes,bad
<0,28.3,existing paid,furniture/equipment,4821.85,<100,4<=X<7,2.18,male single,co applicant,2.8,car,31.4,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,37.5,existing paid,other,6759.05,<100,1<=X<4,2.65,male div/sep,none,2.7,car,43.9,stores,own,1.3,skilled,1,none,yes,bad
0<=X<200,11.4,existing paid,furniture/equipment,903.72,>=1000,1<=X<4,4,male div/sep,none,1.8,car,24.4,stores,own,1,skilled,1,none,yes,bad
<0,25.1,delayed previously,business,1911.84,<100,<1,4,male single,none,3.5,no known property,48.2,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,20.6,existing paid,other,3172.4,<100,1<=X<4,2,female div/dep/mar,none,2.4,no known property,25.5,stores,own,1,skilled,1,none,yes,bad
<0,19.5,existing paid,new car,909.34,no known savings,4<=X<7,4,female div/dep/mar,none,2,car,26.7,bank,own,1,skilled,1,none,yes,bad
0<=X<200,24.4,existing paid,business,4242.56,500<=X<10000,1<=X<4,1,male mar/wid,none,4,no known property,35.5,stores,own,3,unemp/unskilled non res,1,none,yes,bad
<0,15.7,existing paid,new car,1220.58,<100,4<=X<7,4,female div/dep/mar,none,2.6,life insurance,23.4,stores,own,1,skilled,1,none,yes,bad
<0,24,critical/order existing credit,new car,3575.22,500<=X<10000,4<=X<7,2.66,male single,none,4,car,28.3,bank,own,1.3,skilled,1,none,yes,bad
<0,49.7,critical/order existing credit,other,7434.51,500<=X<10000,<1,4,female div/dep/mar,none,1.7,life insurance,34,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,19.4,delayed previously,new car,1332.23,<100,>=7,3.23,male single,none,1.6,life insurance,34.9,stores,for free,1.6,skilled,2,none,yes,bad
<0,20.2,existing paid,furniture/equipment,1284.04,>=1000,1<=X<4,3.36,female div/dep/mar,none,4,life insurance,28.2,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,28,existing paid,repairs,11848.81,<100,4<=X<7,1,female div/dep/mar,none,2,life insurance,30.3,stores,own,1.3,skilled,1,none,yes,bad
0<=X<200,21.7,delayed previously,new car,1250.69,500<=X<10000,4<=X<7,3.48,male mar/wid,none,2,no known property,23.5,stores,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,33.2,existing paid,new car,14458.06,<100,4<=X<7,2.51,male single,none,3,no known property,47.3,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,45.5,delayed previously,new car,5965.43,<100,1<=X<4,2.61,female div/dep/mar,none,2.3,no known property,23.5,bank,own,1,skilled,1,none,yes,bad
<0,26.9,delayed previously,new car,5153.53,<100,<1,2.95,male div/sep,none,2.7,car,28.3,bank,own,2,high qualif/self emp/mgmt,1,none,yes,bad
>=200,19.1,delayed previously,business,2172.55,<100,1<=X<4,4,male mar/wid,none,2.1,car,28,bank,own,1.1,skilled,1,yes,yes,bad
<0,48,all paid,business,7688.06,<100,4<=X<7,2.08,female div/dep/mar,guarantor,4,car,37.2,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,24,existing paid,new car,2374.88,100<=X<500,>=7,1.84,female div/dep/mar,none,1.4,car,33.8,bank,own,1.4,skilled,1,none,yes,bad
0<=X<200,24.2,existing paid,other,3092.52,100<=X<500,<1,2.97,male div/sep,none,2.1,car,22.3,stores,own,1,skilled,1,none,yes,bad
<0,10.6,critical/order existing credit,other,638.66,<100,1<=X<4,4,male div/sep,none,3.5,life insurance,25.8,bank,own,1,unskilled resident,1,none,yes,bad
<0,41.2,existing paid,other,1843.73,<100,1<=X<4,4,male div/sep,none,4,life insurance,27.7,stores,for free,1,skilled,1,yes,yes,bad
0<=X<200,24.8,delayed previously,radio/tv,1903.04,100<=X<500,4<=X<7,4,male div/sep,none,3.4,life insurance,27.8,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,22.9,existing paid,new car,1361.79,<100,4<=X<7,3.42,female div/dep/mar,none,4,life insurance,25,stores,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,16.4,all paid,new car,1453.27,<100,1<=X<4,3.46,male mar/wid,none,3.2,no known property,30.1,stores,for free,1.7,unemp/unskilled non res,2,none,yes,bad
0<=X<200,36,delayed previously,repairs,9420.22,<100,<1,1,male div/sep,none,3.6,car,28,stores,own,1.1,high qualif/self emp/mgmt,1,none,yes,bad
<0,13.5,existing paid,new car,732.75,100<=X<500,<1,4,male div/sep,none,2.5,no known property,31.5,stores,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,15.5,critical/order existing credit,other,891.55,<100,<1,4,male mar/wid,none,4,car,29.7,bank,own,1,skilled,2,none,yes,bad
>=200,45.6,critical/order existing credit,retraining,11625.19,100<=X<500,1<=X<4,1.87,female div/dep/mar,none,3.6,car,25.3,bank,own,1.9,unskilled resident,1,none,yes,bad
<0,22.7,critical/order existing credit,other,1653.74,<100,4<=X<7,4,male div/sep,none,2,car,33.8,stores,own,1.4,unskilled resident,1,none,yes,bad
<0,14.9,existing paid,new car,903.58,no known savings,1<=X<4,4,male div/sep,none,2,car,24.4,bank,own,1,skilled,1,none,yes,bad
<0,35.5,all paid,education,6860.47,<100,<1,2.32,male div/sep,none,2,life insurance,57.6,bank,own,1.3,skilled,1,yes,yes,bad
0<=X<200,36.4,existing paid,other,3014.87,100<=X<500,1<=X<4,4,male mar/wid,guarantor,3.7,life insurance,21.5,stores,rent,1.3,skilled,1,none,yes,bad
>=200,25.1,all paid,other,6427.74,<100,>=7,2.48,male single,none,4,no known property,40.7,bank,for free,2,high qualif/self emp/mgmt,2,yes,yes,bad
0<=X<200,13.9,existing paid,furniture/equipment,950.38,500<=X<10000,<1,4,male div/sep,none,3.4,car,30.7,bank,rent,2.8,skilled,2,none,yes,bad
0<=X<200,18.4,delayed previously,new car,1332.07,<100,>=7,3.07,male single,none,1.5,life insurance,33.2,stores,for free,1.5,skilled,2,none,yes,bad
<0,13.5,critical/order existing credit,furniture/equipment,1515.6,<100,4<=X<7,2.5,male div/sep,none,2.5,car,33,bank,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,11.8,critical/order existing credit,domestic appliance,1194.1,<100,>=7,3.22,female div/dep/mar,none,4,life insurance,36.6,stores,for free,1,skilled,1,none,yes,bad
0<=X<200,6,all paid,education,437.46,<100,<1,4,female div/dep/mar,none,2.6,life insurance,23.7,bank,own,1,skilled,2,none,yes,bad
<0,29.4,existing paid,furniture/equipment,2409.3,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,24.2,stores,own,1,skilled,1,none,yes,bad
<0,23.7,critical/order existing credit,new car,1344.05,>=1000,1<=X<4,4,male mar/wid,none,2.1,real estate,36.4,bank,own,2,unemp/unskilled non res,2,none,yes,bad
>=200,12.5,critical/order existing credit,radio/tv,1554.63,<100,<1,4,male single,guarantor,4,life insurance,53.7,bank,for free,2,skilled,2,none,yes,bad
<0,30.1,existing paid,new car,3999.73,<100,1<=X<4,3.15,male single,none,2.2,car,43.3,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,24,critical/order existing credit,education,3136.49,<100,4<=X<7,4,male div/sep,none,1.4,life insurance,28.4,stores,own,1,skilled,1,none,yes,bad
<0,24.5,existing paid,new car,2302.96,<100,<1,4,male mar/wid,co applicant,1.1,no known property,44.4,stores,own,1,skilled,1,none,yes,bad
<0,46.1,delayed previously,domestic appliance,4342.58,<100,4<=X<7,3,female div/dep/mar,none,3.4,life insurance,24.6,bank,own,1.3,skilled,1,none,yes,bad
<0,28.8,existing paid,new car,1838.62,<100,4<=X<7,3.52,female div/dep/mar,none,3,life insurance,29.7,stores,own,1.5,skilled,1,yes,yes,bad
>=200,36.2,existing paid,domestic appliance,4830.69,<100,<1,2.51,male single,guarantor,2.5,car,32,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,6.5,delayed previously,domestic appliance,461.41,<100,<1,4,female div/dep/mar,none,3.8,life insurance,23.2,stores,own,1,skilled,1,none,yes,bad
no checking,21.3,delayed previously,business,2540.36,500<=X<10000,<1,4,male single,none,2.2,no known property,41.6,bank,own,1.1,unskilled resident,2,none,yes,bad
0<=X<200,32.4,critical/order existing credit,other,8365.72,<100,4<=X<7,2.4,male single,none,2.8,life insurance,48.2,stores,for free,1,skilled,1,none,yes,bad
<0,26.7,existing paid,furniture/equipment,2424.27,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,29.6,stores,own,1,skilled,1,none,yes,bad
<0,12,all paid,new car,622.38,<100,1<=X<4,4,female div/dep/mar,none,3.4,real estate,24.4,bank,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,48,existing paid,retraining,10278.87,<100,4<=X<7,3.84,male mar/wid,none,3.9,life insurance,38.3,stores,for free,2.9,skilled,2,yes,yes,bad
<0,19.3,all paid,new car,1442,<100,4<=X<7,4,male mar/wid,none,4,life insurance,30,stores,for free,2,unemp/unskilled non res,2,none,yes,bad
<0,23.7,all paid,education,3536.34,<100,4<=X<7,2.89,male single,none,3.7,car,26.9,bank,own,1.1,skilled,1,none,yes,bad
0<=X<200,36,critical/order existing credit,used car,9613.04,<100,4<=X<7,3.79,male mar/wid,none,4,car,24.3,stores,own,1.9,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,18.2,delayed previously,furniture/equipment,2039.64,<100,1<=X<4,1.05,female div/dep/mar,none,3.9,no known property,20.4,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,12,existing paid,furniture/equipment,1082.17,500<=X<10000,1<=X<4,4,male mar/wid,none,4,car,47.9,bank,own,2,skilled,1,none,yes,bad
0<=X<200,24.7,all paid,education,1837.28,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,34,bank,for free,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,34.4,critical/order existing credit,furniture/equipment,8164.89,100<=X<500,<1,2,male single,none,3.5,car,43.8,stores,own,3.2,high qualif/self emp/mgmt,1,none,yes,bad
<0,24,critical/order existing credit,new car,1365.1,no known savings,4<=X<7,4,male div/sep,none,3.5,life insurance,31.8,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,22.6,existing paid,furniture/equipment,7834.99,<100,>=7,4,male single,none,4,no known property,49.8,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,17.8,existing paid,furniture/equipment,1129.46,<100,>=7,4,female div/dep/mar,none,2.1,car,33.5,bank,own,1,skilled,1,none,yes,bad
<0,24,all paid,new car,1365.18,no known savings,<1,4,male mar/wid,none,2.7,car,38.4,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,22,delayed previously,new car,4821.24,<100,4<=X<7,2.16,male single,co applicant,3.2,life insurance,33,stores,own,1.2,skilled,1,yes,yes,bad
<0,21.5,critical/order existing credit,new car,3965.87,<100,<1,1.4,female div/dep/mar,none,3.9,no known property,33.1,bank,own,2.7,skilled,1,none,yes,bad
<0,21.6,existing paid,furniture/equipment,948.94,<100,1<=X<4,3.52,male mar/wid,none,2.8,life insurance,36.5,bank,for free,1,skilled,2,none,no,bad
0<=X<200,33.4,delayed previously,domestic appliance,2147.13,<100,1<=X<4,2.85,male div/sep,guarantor,1.4,car,24,bank,own,1.6,skilled,1,none,yes,bad
<0,21.7,all paid,new car,1649.67,>=1000,1<=X<4,4,male mar/wid,none,2,car,37.6,stores,own,1.8,unskilled resident,2,none,yes,bad
0<=X<200,14.4,critical/order existing credit,new car,1541.54,<100,4<=X<7,2.19,male mar/wid,none,1.8,life insurance,31.3,bank,own,1,skilled,1,none,yes,bad
<0,44.8,existing paid,new car,7735.76,<100,>=7,3.68,male single,none,4,life insurance,43,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
>=200,24.9,critical/order existing credit,business,8609.59,<100,4<=X<7,2,male single,none,2,car,30.2,bank,own,1.9,skilled,1,yes,yes,bad
<0,12.2,critical/order existing credit,furniture/equipment,1207.24,<100,<1,4,female div/dep/mar,none,3.5,car,28.8,stores,own,1,skilled,1,none,yes,bad
<0,43.8,all paid,education,7638.35,<100,4<=X<7,2.47,female div/dep/mar,guarantor,3.3,car,40.7,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,23.7,delayed previously,new car,6114.84,<100,1<=X<4,4,male single,none,2.4,life insurance,27.6,bank,own,1.6,skilled,1,yes,yes,bad
0<=X<200,12.7,all paid,retraining,5135.84,<100,<1,2.27,female div/dep/mar,none,3.7,life insurance,67.8,bank,for free,1,high qualif/self emp/mgmt,2,none,yes,bad
0<=X<200,24.7,no credits/all paid,business,4245.67,500<=X<10000,1<=X<4,1.36,male mar/wid,none,4,no known property,34.8,stores,own,2.9,unskilled resident,1,none,yes,bad
0<=X<200,14.1,existing paid,education,2763.18,>=1000,>=7,1.71,female div/dep/mar,none,2,car,33.5,bank,own,1.2,skilled,1,none,yes,bad
<0,29.4,existing paid,furniture/equipment,3109.38,<100,<1,2.18,female div/dep/mar,none,3.7,life insurance,30.6,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,15.6,delayed previously,education,2283.71,100<=X<500,<1,3.41,male div/sep,none,2.6,car,33.7,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,12,existing paid,other,892.9,<100,<1,4,male mar/wid,none,4,car,34,bank,own,1,unemp/unskilled non res,2,none,yes,bad
0<=X<200,11.1,existing paid,radio/tv,643.38,<100,1<=X<4,4,male single,none,2.3,car,29.4,stores,own,1,skilled,1,none,yes,bad
0<=X<200,18,critical/order existing credit,furniture/equipment,1926.07,<100,<1,2.96,male div/sep,none,2.5,real estate,29.1,stores,own,1.5,unemp/unskilled non res,1,none,yes,bad
0<=X<200,24.5,existing paid,new car,2992.44,500<=X<10000,4<=X<7,4,male div/sep,guarantor,3.4,life insurance,23.5,stores,rent,1.6,skilled,1,none,yes,bad
