checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,72,existing paid,radio/tv,5595,100<=X<500,1<=X<4,2,male mar/wid,none,2,car,24,stores,own,1,skilled,1,none,yes,bad
<0,36,critical/order existing credit,furniture/equipment,6229,<100,<1,4,female div/dep/mar,co applicant,4,no known property,23,stores,rent,2,unskilled resident,1,yes,yes,bad
0<=X<200,37.6486212,existing paid,furniture/equipment,6246.556818,<100,1<=X<4,NA,male single,none,3.06869255,life insurance,35.48084785,stores,for free,1.465653725,skilled,1,none,yes,bad
<0,44.75690726,existing paid,new car,7735.758021,<100,>=7,3.675690726,male single,none,4,life insurance,42.97292782,bank,for free,1,high qualif/self emp/mgmt,1.108103091,none,yes,bad
0<=X<200,22.20981021,critical/order existing credit,other,1217.044277,100<=X<500,<1,3.552452554,male mar/wid,none,3.552452554,no known property,39.19345986,bank,own,2,skilled,1.850817518,none,NA,bad
0<=X<200,40.40674235,existing paid,new car,14264.56825,<100,<1,4,male single,none,2,no known property,51.49157206,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,15,no credits/all paid,new car,1778,<100,<1,2,female div/dep/mar,none,1,real estate,26,stores,rent,2,unemp/unskilled non res,1,none,yes,bad
0<=X<200,23.70321844,existing paid,domestic appliance,3927.088199,<100,1<=X<4,3.725268203,male mar/wid,none,2,car,34.07687742,stores,own,1,skilled,1.725268203,yes,yes,bad
0<=X<200,9,critical/order existing credit,education,1136,>=1000,>=7,4,male single,none,3,no known property,32,stores,for free,2,skilled,2,none,yes,bad
<0,19.53473006,all paid,furniture/equipment,1580.113564,<100,1<=X<4,4,male mar/wid,none,2.744211657,car,40.16317485,bank,own,1,skilled,1,none,yes,bad
<0,48,all paid,business,7688.056533,<100,4<=X<7,2.078372653,female div/dep/mar,guarantor,4,car,37.19593163,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,30,existing paid,furniture/equipment,3108,<100,<1,2,male div/sep,none,4,life insurance,31,stores,own,1,unskilled resident,1,none,yes,bad
<0,13.86671193,existing paid,retraining,3379.622068,<100,>=7,3.155559327,male single,none,3.688881345,life insurance,35.62223731,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,12,critical/order existing credit,furniture/equipment,2246,<100,>=7,3,male single,none,3,life insurance,NA,stores,own,2,skilled,1,none,yes,bad
<0,28.20555123,critical/order existing credit,new car,12540.21231,no known savings,4<=X<7,2.558889754,male single,none,4,no known property,33.36259057,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,12,existing paid,radio/tv,766,500<=X<10000,1<=X<4,4,male single,none,3,real estate,66,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,32.64283791,existing paid,radio/tv,2387.636926,500<=X<10000,<1,3.720236493,male single,none,1.279763507,life insurance,33.55952701,bank,own,1.279763507,unemp/unskilled non res,1,none,yes,bad
0<=X<200,18,critical/order existing credit,furniture/equipment,1928,<100,<1,2,male single,none,2,real estate,31,stores,own,2,unskilled resident,1,none,yes,bad
0<=X<200,14.9917666,existing paid,domestic appliance,1275.054889,>=1000,1<=X<4,NA,female div/dep/mar,none,1.997255535,car,24.00274447,stores,rent,1,skilled,1,none,yes,bad
<0,48,existing paid,domestic appliance,3051,<100,1<=X<4,3,male single,none,4,car,54,stores,own,1,skilled,1,none,yes,bad
0<=X<200,12,existing paid,new car,685,<100,4<=X<7,2,male mar/wid,none,3,car,25,bank,own,1,unskilled resident,1,none,yes,bad
0<=X<200,35.87726759,critical/order existing credit,other,4919.884524,<100,1<=X<4,2.208182161,male single,guarantor,2.416364321,no known property,30.82910049,stores,for free,2,skilled,1.208182161,none,yes,bad
<0,33.871988,delayed previously,repairs,6279.197289,<100,4<=X<7,4,male single,none,3.215110445,life insurance,38.935994,stores,for free,2,skilled,1,yes,yes,bad
<0,16.97820561,existing paid,new car,906.222757,no known savings,4<=X<7,4,male div/sep,none,2,car,25.48910281,bank,own,1,skilled,1,none,yes,bad
0<=X<200,47.07335593,existing paid,other,7439.701056,500<=X<10000,<1,3.076668281,female div/dep/mar,none,2.61555448,life insurance,32.30998547,stores,for free,1,high qualif/self emp/mgmt,1.30777724,none,yes,bad
0<=X<200,36,delayed previously,new car,8104.913602,100<=X<500,>=7,2.075958241,male single,none,4,car,42.3797912,stores,for free,3.772125277,high qualif/self emp/mgmt,1,none,yes,bad
no checking,36,critical/order existing credit,new car,7855,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,25,,own,2,NA,1,yes,yes,bad
>=200,35.19331048,delayed previously,furniture/equipment,3349.941138,<100,1<=X<4,3.919331048,female div/dep/mar,none,2.053779301,car,28.43023441,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,NA,NA,new car,931.694674,100<=X<500,4<=X<7,1.260502743,female div/dep/mar,none,1.086834248,life insurance,31.65266301,stores,own,1.173668495,unemp/unskilled non res,1,none,yes,bad
<0,12,existing paid,furniture/equipment,1281.534451,<100,1<=X<4,2.058193596,female div/dep/mar,none,3.825419213,car,20.98929112,stores,own,1,skilled,1,none,yes,bad
>=200,24.9856204,existing paid,business,4591.574945,<100,1<=X<4,2.041067517,male single,none,3.041067517,life insurance,52.7679745,stores,for free,2.958932483,high qualif/self emp/mgmt,1.041067517,none,yes,bad
<0,18.01557015,existing paid,education,3114.121966,<100,4<=X<7,1.007785073,female div/dep/mar,none,3.994809951,life insurance,26.01297512,stores,rent,1,skilled,1,none,yes,bad
>=200,11.98749413,existing paid,education,719.1083842,<100,<1,3.995831375,male mar/wid,none,3.99166275,car,40.94580788,bank,own,1,unskilled resident,1.995831375,none,yes,bad
<0,10.55008877,existing paid,other,664.3339251,100<=X<500,1<=X<4,4,male mar/wid,none,1.966607485,car,23.86642994,stores,own,1,skilled,1,none,yes,bad
0<=X<200,18,critical/order existing credit,furniture/equipment,1926.073332,<100,<1,2.963333976,male div/sep,none,2.481666988,real estate,29.07333205,stores,own,NA,unemp/unskilled non res,1,none,yes,bad
<0,30,NA,furniture/equipment,3108,<100,<1,2,male div/sep,none,4,life insurance,31,stores,own,1,unskilled resident,1,none,yes,bad
<0,18,all paid,furniture/equipment,1553,<100,1<=X<4,4,male single,none,3,car,44,bank,own,1,skilled,1,none,yes,bad
no checking,12,delayed previously,repairs,1555,>=1000,>=7,4,male single,none,4,no known property,55,stores,for free,2,skilled,2,none,yes,bad
0<=X<200,40.75948834,existing paid,other,3023.032978,100<=X<500,1<=X<4,4,male mar/wid,guarantor,3.871499647,life insurance,21.51400141,stores,rent,1.128500353,skilled,1,none,yes,bad
>=200,17.54266048,delayed previously,domestic appliance,2579.615851,500<=X<10000,<1,4,male single,none,1.615851164,real estate,37.92680932,bank,own,1,unskilled resident,2,none,yes,bad
0<=X<200,60,existing paid,education,6288,<100,1<=X<4,4,NA,none,4,no known property,42,stores,for free,1,skilled,1,NA,yes,bad
NA,16.07050341,critical/order existing credit,furniture/equipment,1926.070503,<100,4<=X<7,2.643165529,male single,none,2,no known property,32.92949659,stores,own,1.678417235,unskilled resident,1,none,yes,bad
0<=X<200,31.60327051,critical/order existing credit,furniture/equipment,4266.101552,500<=X<10000,4<=X<7,2.396729489,female div/dep/mar,none,3.068847007,car,25.32788248,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,18,NA,new car,1442,<100,4<=X<7,4,male single,none,4,no known property,32,stores,NA,2,unskilled resident,2,none,yes,bad
<0,25.86847986,existing paid,furniture/equipment,2373.636426,100<=X<500,>=7,1.934239928,female div/dep/mar,none,1.934239928,life insurance,29.88586691,stores,own,1,skilled,1,none,yes,bad
<0,21.19515107,critical/order existing credit,new car,3965.866869,<100,<1,1.399393884,female div/dep/mar,none,3.866868705,no known property,33.13313129,bank,own,2.733737411,skilled,1,none,yes,bad
<0,41.18876152,existing paid,other,1843.729587,<100,1<=X<4,4,male div/sep,none,4,life insurance,27.65818037,stores,for free,1,skilled,1,yes,yes,bad
0<=X<200,16.96898631,existing paid,new car,1346.562784,<100,<1,3.468734246,male div/sep,none,3.062531508,NA,29.21860821,stores,NA,1.468734246,skilled,1,yes,yes,bad
0<=X<200,51.9198149,delayed previously,domestic appliance,15381.28039,500<=X<10000,1<=X<4,2.326651242,male mar/wid,none,2.653302484,car,35.08609595,bank,for free,1.326651242,high qualif/self emp/mgmt,NA,yes,yes,bad
NA,8.480787392,critical/order existing credit,other,3384.826929,<100,4<=X<7,1.826929131,male div/sep,none,4,no known property,NA,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,12,delayed previously,repairs,1555,>=1000,>=7,4,male single,none,4,no known property,55,stores,for free,2,skilled,2,none,yes,bad
0<=X<200,39,critical/order existing credit,radio/tv,4933,<100,4<=X<7,2,male single,guarantor,2,real estate,25,stores,own,2,skilled,1,none,yes,bad
0<=X<200,18.9964954,delayed previously,new car,2256.575349,100<=X<500,4<=X<7,3.498247698,female div/dep/mar,guarantor,2.501752302,car,30.49123849,bank,own,2,skilled,1,none,no,bad
0<=X<200,12.92431417,critical/order existing credit,education,1133.819825,<100,>=7,4,male div/sep,none,2.563965092,life insurance,32.43603491,stores,for free,1.563965092,skilled,1.563965092,none,yes,bad
<0,16.49064104,delayed previously,education,2579.49896,500<=X<10000,<1,4,male single,none,1.498960116,real estate,36.99168093,bank,NA,1,unskilled resident,2,none,yes,bad
0<=X<200,19.78587408,existing paid,new car,1288.511772,>=1000,4<=X<7,3.64882284,female div/dep/mar,none,2.946468521,life insurance,29.54175988,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,48,existing paid,radio/tv,10155.34203,<100,4<=X<7,2.738949803,male div/sep,none,3.159299869,life insurance,33.53544915,stores,for free,2.159299869,skilled,1.579649934,yes,yes,bad
0<=X<200,11.12454359,existing paid,NA,643.3772821,<100,1<=X<4,4,male single,none,2.291818804,car,29.41636239,NA,own,1,skilled,1,none,yes,bad
<0,24,existing paid,new car,1371,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,25,stores,NA,1,skilled,1,none,yes,bad
0<=X<200,30.52732575,existing paid,furniture/equipment,3441.439438,100<=X<500,1<=X<4,2.175775249,female div/dep/mar,co applicant,3.824224751,car,22.84564012,stores,own,1,skilled,1.087887625,none,yes,bad
<0,NA,existing paid,new car,1381,NA,1<=X<4,4,female div/dep/mar,none,2,life insurance,NA,stores,own,1,skilled,NA,none,yes,bad
<0,24,delayed previously,furniture/equipment,3124.64923,<100,4<=X<7,4,female div/dep/mar,none,1.043400783,life insurance,27.17360313,stores,own,1,skilled,1,none,yes,bad
<0,12,all paid,new car,622.3836258,<100,1<=X<4,4,female div/dep/mar,none,3.361816315,real estate,24.42545579,bank,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,23.70321844,existing paid,domestic appliance,3927.088199,<100,1<=X<4,3.725268203,male mar/wid,none,2,car,34.07687742,stores,own,1,skilled,1.725268203,yes,yes,bad
<0,18,existing paid,furniture/equipment,4153,<100,1<=X<4,2,male single,co applicant,3,car,42,stores,own,1,skilled,1,none,yes,bad
0<=X<200,29.49152605,existing paid,repairs,11960.8814,<100,4<=X<7,1,female div/dep/mar,none,1.254236975,life insurance,33.06779776,stores,own,1.084745658,unemp/unskilled non res,1,none,yes,bad
>=200,23.6638747,existing paid,new car,6760.433613,>=1000,1<=X<4,2.188795823,male mar/wid,none,3.622408353,car,61.01455454,stores,own,1.811204177,skilled,NA,NA,yes,bad
0<=X<200,13.07616315,delayed previously,other,1476.466858,>=1000,1<=X<4,2.358721049,male mar/wid,NA,1.538081573,no known property,26.25552367,stores,for free,1.179360524,skilled,1.179360524,none,yes,bad
<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,NA,2,life insurance,35,stores,own,1,skilled,1,none,yes,bad
<0,34.79008387,existing paid,new car,3942.208414,<100,1<=X<4,3.599699511,male div/sep,none,3.199399022,life insurance,39.19489169,stores,NA,1,skilled,1.599699511,none,yes,bad
0<=X<200,40.17143057,delayed previously,furniture/equipment,4507.142882,<100,4<=X<7,2.347619214,male div/sep,none,2.695238429,no known property,27.91428471,stores,for free,2,high qualif/self emp/mgmt,1.347619214,none,yes,bad
0<=X<200,36,no credits/all paid,radio/tv,3804,<100,1<=X<4,4,female div/dep/mar,none,1,car,42,stores,own,1,skilled,1,yes,yes,bad
0<=X<200,14.9917666,existing paid,domestic appliance,1275.054889,>=1000,1<=X<4,3.997255535,NA,none,1.997255535,car,24.00274447,stores,rent,1,skilled,1,none,yes,bad
<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,stores,own,1,skilled,1,none,yes,bad
<0,24,delayed previously,new car,4870,<100,1<=X<4,3,male single,none,4,no known property,53,stores,for free,2,skilled,2,none,yes,bad
<0,48,existing paid,furniture/equipment,3929.563211,<100,NA,4,male mar/wid,none,3.830965985,no known property,45.32386394,bank,for free,1,skilled,1.915482992,none,yes,bad
<0,24,existing paid,radio/tv,1987,<100,1<=X<4,2,NA,none,4,real estate,21,stores,rent,1,unskilled resident,2,none,yes,bad
0<=X<200,7.46135199,all paid,education,NA,<100,<1,3.878220667,female div/dep/mar,guarantor,2.243558665,life insurance,23.75644133,bank,rent,1,skilled,1.878220667,none,yes,bad
no checking,12,delayed previously,NA,1555,>=1000,>=7,4,male single,none,4,no known property,55,stores,for free,2,skilled,2,none,yes,bad
0<=X<200,40.75948834,existing paid,other,3023.032978,100<=X<500,1<=X<4,4,male mar/wid,guarantor,3.871499647,life insurance,21.51400141,stores,rent,1.128500353,skilled,1,none,yes,bad
0<=X<200,33.21397747,existing paid,new car,14458.05655,<100,4<=X<7,2.511887637,male single,none,2.992074909,no known property,47.33753563,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,12,existing paid,new car,898.1162678,>=1000,1<=X<4,4,male mar/wid,none,2.313955365,car,25.82559829,bank,own,1,skilled,1.156977683,none,yes,bad
<0,9,existing paid,new car,654,<100,1<=X<4,4,male single,none,3,car,28,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,NA,existing paid,business,3915,<100,1<=X<4,4,male single,none,2,car,36,stores,own,1,skilled,2,yes,yes,bad
0<=X<200,18.9964954,delayed previously,new car,2256.575349,100<=X<500,4<=X<7,3.498247698,female div/dep/mar,guarantor,2.501752302,car,30.49123849,bank,own,2,skilled,1,none,no,bad
0<=X<200,19.78587408,existing paid,new car,1288.511772,>=1000,4<=X<7,3.64882284,female div/dep/mar,none,2.946468521,life insurance,29.54175988,stores,rent,1,skilled,1,none,yes,bad
<0,13.5000987,existing paid,NA,732.7503783,100<=X<500,<1,4,male div/sep,none,2.499967102,no known property,31.4999013,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,18,critical/order existing credit,new car,3966,<100,>=7,1,female div/dep/mar,none,4,real estate,33,NA,rent,3,skilled,1,yes,yes,bad
no checking,21.27511244,delayed previously,business,2576.148426,500<=X<10000,<1,4,male single,none,2.183408295,no known property,41.55022488,bank,own,1.091704147,unskilled resident,2,none,yes,bad
0<=X<200,12,existing paid,new car,888,<100,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,bad
no checking,18,delayed previously,furniture/equipment,1808,<100,4<=X<7,4,female div/dep/mar,none,1,real estate,22,stores,own,1,skilled,1,none,yes,bad
<0,36,existing paid,new car,1842,<100,<1,4,female div/dep/mar,none,4,car,34,stores,own,1,skilled,1,yes,yes,bad
0<=X<200,27.95625258,existing paid,repairs,11848.80644,<100,4<=X<7,1,female div/dep/mar,none,2.021873708,life insurance,30.25312974,stores,own,1.340624569,skilled,1,none,yes,bad
<0,60,existing paid,business,7297,<100,>=7,4,male single,co applicant,4,no known property,36,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,9,existing paid,radio/tv,1670,<100,<1,4,female div/dep/mar,none,2,car,22,stores,own,1,skilled,1,yes,yes,bad
>=200,31.8820975,existing paid,new car,6759.61179,>=1000,1<=X<4,2.462736583,male div/sep,none,3.074526833,car,50.87874642,stores,own,1.537263417,skilled,1,none,yes,bad
>=200,24,existing paid,new car,947,<100,4<=X<7,4,male single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,bad
<0,23.4218337,existing paid,new car,1285.991142,no known savings,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,31.79351204,stores,own,1,skilled,1,NA,yes,bad
<0,18,existing paid,radio/tv,3190,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,24,stores,own,1,skilled,1,none,yes,bad
>=200,15.95062074,critical/order existing credit,education,2162.168736,<100,1<=X<4,4,male div/sep,none,1.65843679,car,28.34156321,stores,for free,1,skilled,1,none,yes,bad
<0,24,existing paid,new car,2303,<100,>=7,4,male single,co applicant,1,real estate,45,stores,own,1,skilled,1,none,yes,bad
0<=X<200,15,delayed previously,repairs,1512,>=1000,1<=X<4,3,male mar/wid,none,3,life insurance,61,,own,2,skilled,1,none,yes,bad
no checking,48,existing paid,NA,3914,no known savings,1<=X<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,bad
0<=X<200,9.901463368,existing paid,NA,956.5960977,500<=X<10000,1<=X<4,1.901463368,female div/dep/mar,none,2.600975578,car,28.39902442,bank,own,1.901463368,skilled,1,none,no,bad
<0,43.8018947,all paid,education,7638.354386,<100,4<=X<7,2.466456145,female div/dep/mar,guarantor,3.300315783,car,40.73164916,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,38.14333007,critical/order existing credit,domestic appliance,4290.257994,500<=X<10000,1<=X<4,1.685777343,female div/dep/mar,none,4,car,23.34288867,stores,own,1.657111329,skilled,1,none,yes,bad
>=200,16.76596599,critical/order existing credit,radio/tv,1551.425526,<100,<1,4,male single,guarantor,4,life insurance,42.68792119,bank,for free,1.602836167,skilled,1.602836167,none,NA,bad
0<=X<200,33.21397747,existing paid,new car,14458.05655,<100,4<=X<7,2.511887637,male single,none,2.992074909,no known property,NA,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,12.39231602,existing paid,new car,1080.299964,<100,1<=X<4,3.934613997,male single,guarantor,3.934613997,car,46.82305195,bank,own,2,skilled,1,NA,yes,bad
<0,23.4218337,existing paid,new car,1285.991142,no known savings,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,31.79351204,stores,own,1,skilled,1,none,yes,bad
